id,first_name,last_name,position,id_team,abbreviation,city,conference,division,full_name,name
1194,Keon,Clark,Unknown,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1195,Tyson,Wheeler,Unknown,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1196,Robert,Traylor,Unknown,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1197,Earl,Boykins,Unknown,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
1198,Antawn,Jamison,Unknown,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
1199,Mike,Bibby,G,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1200,Felipe,Lopez,Unknown,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1201,J.R.,Henderson,Unknown,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1202,Bonzi,Wells,Unknown,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
1203,Damon,Jones,Unknown,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
1204,Charles,R. Jones,Unknown,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1205,Ryan,Stack,Unknown,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
1206,Brian,Skinner,Unknown,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1207,Jonathan,Kerner,Unknown,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1208,Korleone,Young,Unknown,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
1209,Trevor,Winter,Unknown,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
1210,Bruno,Sundov,Unknown,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
1211,Mirsad,Turkcan,Unknown,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
1212,Alvin,Sims,Unknown,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1213,Rasho,Nesterovic,Unknown,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
1214,Todd,MacCulloch,Unknown,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1215,Jumaine,Jones,Unknown,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1216,Lamar,Odom,F,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1217,Obinna,Ekezie,Unknown,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1218,Milt,Palacio,Unknown,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1219,Devean,George,Unknown,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
1220,Quincy,Lewis,Unknown,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
1221,Scott,Padgett,Unknown,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
1222,Andre,Miller,Unknown,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
1223,Trajan,Langdon,Unknown,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
1224,Anthony,Carter,Unknown,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1225,Rodney,Buford,Unknown,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1226,Shawn,Marion,G,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1227,James,Posey,F,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1228,Ryan,Bowen,Unknown,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1229,Adrian,Griffin,F,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1230,Wayne,Turner,Unknown,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1231,Aleksandar,Radojevic,Unknown,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
1232,Steve,Francis,G,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1233,Kenny,Thomas,Unknown,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1234,Vonteego,Cummings,G,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
1235,Corey,Maggette,Unknown,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1236,Chucky,Atkins,Unknown,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1237,Baron,Davis,Unknown,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1238,Jason,Miskiri,Unknown,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1239,Eddie,Robinson,Unknown,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1240,Derek,Hood,Unknown,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1241,Jeff,Foster,Unknown,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
1242,Jason,Terry,Unknown,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1243,Cal,Bowdler,Unknown,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1244,Dion,Glover,Unknown,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1245,Richard,Hamilton,Unknown,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
1246,Laron,Profit,Unknown,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
1247,Elton,Brand,F,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1248,Michael,Ruffin,Unknown,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1249,Metta,World Peace,Unknown,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1250,Dedric,Willoughby,Unknown,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1251,Wally,Szczerbiak,F,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
1252,William,Avery,Unknown,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
1253,Rick,Hughes,Unknown,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
1254,Leon,Smith,Unknown,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
1255,Lazaro,Borrell,Unknown,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
1256,Jermaine,Jackson,Unknown,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
1257,Chris,Herren,Unknown,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1258,John,Celestand,Unknown,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
1259,Lari,Ketner,Unknown,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1260,Tim,Young,Unknown,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
1261,DeMarco,Johnson,Unknown,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
1262,A.J.,Bramlett,Unknown,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
1263,Harold,Jamison,Unknown,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1264,Jonathan,Bender,Unknown,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
1265,Jamel,Thomas,Unknown,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1266,Evan,Eschmeyer,Unknown,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
1267,Greg,Buckner,Unknown,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
1268,Tim,James,Unknown,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1269,Rafer,Alston,Unknown,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1270,Ira,Bowman,Unknown,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1271,Derrick,Dial,Unknown,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
1272,Calvin,Booth,Unknown,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
1273,Maceo,Baston,Unknown,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1274,Jamaal,Magloire,Unknown,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1275,Hanno,Mottola,F,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1276,DerMarr,Johnson,Unknown,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1277,Pepe,Sanchez,Unknown,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1278,Lavor,Postell,Unknown,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
1279,Chris,Mihm,Unknown,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
1280,Stephen,Jackson,F,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
1281,Kenyon,Martin,F,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
1282,Soumaila,Samake,Unknown,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
1283,Desmond,Mason,G,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
1284,Ruben,Wolkowyski,Unknown,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
1285,Stromile,Swift,Unknown,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1286,Joel,Przybilla,Unknown,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1287,Michael,Redd,Unknown,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1288,Eduardo,Najera,F,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
1289,Courtney,Alexander,Unknown,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
1290,Hedo,Turkoglu,Unknown,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1291,Khalid,El-Amin,G,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1292,Marcus,Fizer,Unknown,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1293,A.J.,Guyton,Unknown,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1294,Dragan,Tarlac,Unknown,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1295,Darius,Miles,G,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1296,Keyon,Dooling,Unknown,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1297,Quentin,Richardson,Unknown,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1298,DeShawn,Stevenson,Unknown,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
1299,Mike,Miller,Unknown,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1300,Mark,Madsen,Unknown,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
1301,Erick,Barkley,Unknown,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
1302,Mateen,Cleaves,Unknown,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
1303,Morris,Peterson,Unknown,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
1304,Jason,Collier,Unknown,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1305,Daniel,Santiago,Unknown,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1306,Paul,McPherson,Unknown,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1307,Ruben,Garces,Unknown,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1308,Jake,Tsakalidis,Unknown,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1309,Marc,Jackson,Unknown,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
1310,Chris,Porter,Unknown,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
1311,Jamal,Robinson,Unknown,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1312,Eddie,House,Unknown,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1313,Jerome,Moiso,Unknown,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1314,Mark,Blount,Unknown,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1315,Dan,Langhi,Unknown,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
